position,gene,LA
61816.6832599686,gene6,FALSE
62199.6458826028,gene6,FALSE
62418.9581328558,gene6,FALSE
62447.6272475868,gene6,FALSE
62628.389070689,gene6,FALSE
62666.6614549309,gene6,FALSE
62803.0703757592,gene6,FALSE
62899.5635852404,gene6,FALSE
63377.1870514783,gene6,FALSE
63422.1293099411,gene6,FALSE
63686.5700748558,gene6,FALSE
63835.4153402145,gene6,FALSE
63977.3602900095,gene6,FALSE
64422.1191201359,gene6,FALSE
64625.505998265,gene6,FALSE
64667.2377223149,gene6,FALSE
64877.204047516,gene6,FALSE
65041.80917955,gene6,FALSE
65065.1355963747,gene6,FALSE
65482.8400444239,gene6,FALSE
65588.8888767343,gene6,FALSE
65894.7621478585,gene6,FALSE
66104.9404255743,gene6,FALSE
66190.0235798704,gene6,FALSE
66473.0738717767,gene6,FALSE
66654.199896367,gene6,FALSE
66674.0249378467,gene6,FALSE
66749.3193422658,gene6,FALSE
67128.8946952969,gene6,FALSE
67329.9011482215,gene6,FALSE
67477.017765624,gene6,FALSE
67678.6755508604,gene6,FALSE
67760.4778716341,gene6,FALSE
67882.1408911608,gene6,FALSE
67906.0358142215,gene6,FALSE
68090.6228604726,gene6,FALSE
68226.8501633559,gene6,FALSE
68298.923640524,gene6,FALSE
68333.2827042111,gene6,FALSE
68379.1964913446,gene6,FALSE
68654.7694075853,gene6,FALSE
68772.8580388147,gene6,FALSE
68791.5955940236,gene6,FALSE
68797.7688852698,gene6,FALSE
68871.4578760113,gene6,FALSE
69585.0070244106,gene6,FALSE
69609.045844624,gene6,FALSE
70017.6198240737,gene7,FALSE
70034.7215797887,gene7,FALSE
70103.1468504537,gene7,FALSE
70137.366305571,gene7,FALSE
70154.2931585573,gene7,FALSE
70170.4571690299,gene7,FALSE
70874.5234413072,gene7,FALSE
71022.2217684356,gene7,FALSE
71031.1334985979,gene7,FALSE
71362.6751894208,gene7,FALSE
71491.932344432,gene7,FALSE
71642.514684821,gene7,FALSE
71695.6465551555,gene7,FALSE
71753.9172396972,gene7,FALSE
71856.6654405296,gene7,FALSE
71863.7121848166,gene7,FALSE
71941.1503282338,gene7,FALSE
72193.2593900447,gene7,FALSE
72713.5415840289,gene7,FALSE
72744.4814368896,gene7,FALSE
72765.1748247445,gene7,FALSE
72777.3369372883,gene7,FALSE
72859.7513349503,gene7,FALSE
72862.4877985567,gene7,FALSE
72955.3514908254,gene7,FALSE
73284.3666878906,gene7,FALSE
73427.1047610482,gene7,FALSE
73621.715256013,gene7,FALSE
73808.7159526057,gene7,FALSE
73827.3255163669,gene7,FALSE
74175.8511875309,gene7,FALSE
74242.1763328242,gene7,FALSE
74671.0968155093,gene7,FALSE
74760.3088637006,gene7,FALSE
74947.3826675329,gene7,FALSE
75003.8294747612,gene7,FALSE
75078.6636432945,gene7,FALSE
75157.2110039184,gene7,FALSE
75221.2914568372,gene7,FALSE
75251.3671854092,gene7,FALSE
75729.1572705887,gene7,FALSE
76051.6247339547,gene7,FALSE
76652.3979598582,gene7,FALSE
76899.8505664058,gene7,FALSE
77189.4869790412,gene7,FALSE
77925.6331315264,gene7,FALSE
78115.6643514952,gene7,FALSE
78158.749167284,gene7,FALSE
78236.8542587687,gene7,FALSE
78386.3003357649,gene7,FALSE
78563.1575056328,gene7,FALSE
78745.7881202428,gene7,FALSE
78872.4476937205,gene7,FALSE
78891.4435030136,gene7,FALSE
78948.5046443499,gene7,FALSE
79120.2543447185,gene7,FALSE
79311.6853828542,gene7,FALSE
79468.7216903025,gene7,FALSE
79496.8234111816,gene7,FALSE
79807.8862794372,gene7,FALSE
80334.6872358143,gene8,FALSE
80386.1473902124,gene8,FALSE
80500.4547154442,gene8,FALSE
80571.9550211288,gene8,FALSE
81129.8880109605,gene8,FALSE
81283.2962186076,gene8,FALSE
81342.5340834798,gene8,FALSE
81563.3832977561,gene8,FALSE
81578.8236053251,gene8,FALSE
81579.6521375887,gene8,FALSE
81601.6431003036,gene8,FALSE
81958.6919213929,gene8,FALSE
82076.0767757124,gene8,FALSE
82122.0060175052,gene8,FALSE
82137.0527795369,gene8,FALSE
82409.8477290638,gene8,FALSE
82425.5331517174,gene8,FALSE
82556.9087041074,gene8,FALSE
82928.2431780081,gene8,FALSE
83003.1634031022,gene8,FALSE
83148.7413339899,gene8,FALSE
83212.172216312,gene8,FALSE
83260.1585309114,gene8,FALSE
83355.232800571,gene8,FALSE
83536.7365441658,gene8,FALSE
83811.5830719471,gene8,FALSE
84056.2900272198,gene8,FALSE
84234.4533158839,gene8,FALSE
84246.2389357388,gene8,FALSE
84326.3158615455,gene8,FALSE
84433.5290932576,gene8,FALSE
84488.9564712758,gene8,FALSE
84513.8767384924,gene8,FALSE
84680.1142487675,gene8,FALSE
84690.3983435831,gene8,FALSE
84749.7358287072,gene8,FALSE
84773.7340444974,gene8,FALSE
85001.0074093007,gene8,FALSE
85377.927114686,gene8,FALSE
85418.3728826926,gene8,FALSE
85567.8944433257,gene8,FALSE
85571.1664626407,gene8,FALSE
85635.2484083562,gene8,FALSE
85805.0123322755,gene8,FALSE
85910.3716039769,gene8,FALSE
85951.4829599247,gene8,FALSE
85966.0595371826,gene8,FALSE
86148.9288395634,gene8,FALSE
86373.930360992,gene8,FALSE
86427.98301766,gene8,FALSE
86650.0685122376,gene8,FALSE
86749.4678962976,gene8,FALSE
87272.5135974269,gene8,FALSE
87294.240252041,gene8,FALSE
87314.529044088,gene8,FALSE
87420.1302005202,gene8,FALSE
87648.9899260923,gene8,FALSE
87731.846687384,gene8,FALSE
87746.679556577,gene8,FALSE
87789.5680238768,gene8,FALSE
88621.5696060292,gene8,FALSE
88792.1983376145,gene8,FALSE
89052.577021136,gene8,FALSE
89279.8758530391,gene8,FALSE
89289.9490443543,gene8,FALSE
89547.1869736928,gene8,FALSE
89637.6589923948,gene8,FALSE
89672.0207168609,gene8,FALSE
89672.5387471486,gene8,FALSE
89695.7759037651,gene8,FALSE
89830.8336389302,gene8,FALSE
89901.7962503843,gene8,FALSE
90145.5352772018,gene9,FALSE
90535.2908265302,gene9,FALSE
90542.4841679633,gene9,FALSE
90557.7322078431,gene9,FALSE
90654.2145576479,gene9,FALSE
90752.8337206058,gene9,FALSE
91074.1231871601,gene9,FALSE
91531.7715930683,gene9,FALSE
91547.6869870226,gene9,FALSE
91809.6197606064,gene9,FALSE
92020.8887564787,gene9,FALSE
92053.4380993405,gene9,FALSE
92070.550082529,gene9,FALSE
92127.1546763068,gene9,FALSE
92180.0780747794,gene9,FALSE
92489.2989868922,gene9,FALSE
92640.1261947416,gene9,FALSE
93061.0228985548,gene9,FALSE
93137.7809158182,gene9,FALSE
93181.5500620473,gene9,FALSE
93392.9998933915,gene9,FALSE
93411.345744241,gene9,FALSE
93576.6253961469,gene9,FALSE
93938.12779867,gene9,FALSE
94005.7471817383,gene9,FALSE
94015.4486894608,gene9,FALSE
94106.5631341189,gene9,FALSE
94162.5321488054,gene9,FALSE
94230.5652329028,gene9,FALSE
94252.9464845029,gene9,FALSE
94289.7197045386,gene9,FALSE
94393.3666585404,gene9,FALSE
94824.5369931578,gene9,FALSE
94905.1170672244,gene9,FALSE
95753.0904854725,gene9,FALSE
95936.9363227785,gene9,FALSE
96110.4897862258,gene9,FALSE
96195.9551364505,gene9,FALSE
96217.9923634916,gene9,FALSE
96422.399443591,gene9,FALSE
96436.5098369503,gene9,FALSE
96915.5616436566,gene9,FALSE
97140.8379674212,gene9,FALSE
97151.640399121,gene9,FALSE
97384.170939045,gene9,FALSE
97455.4191562885,gene9,FALSE
97532.0790638216,gene9,FALSE
97721.653251997,gene9,FALSE
98093.5679457318,gene9,FALSE
98114.4733423521,gene9,FALSE
98625.8138389774,gene9,FALSE
98716.9117664062,gene9,FALSE
98771.1219028234,gene9,FALSE
98901.4651812613,gene9,FALSE
99151.1334561796,gene9,FALSE
99447.3065636344,gene9,FALSE
99557.1506181732,gene9,FALSE
99788.6707005091,gene9,FALSE
99812.1700225223,gene9,FALSE
99819.6766199544,gene9,FALSE
100367.421663832,gene10,FALSE
100720.696880016,gene10,FALSE
100759.912868962,gene10,FALSE
100769.083755868,gene10,FALSE
101044.449082537,gene10,FALSE
101487.82571312,gene10,FALSE
101947.147956386,gene10,FALSE
102624.288247124,gene10,FALSE
102795.458581698,gene10,FALSE
102932.283212333,gene10,FALSE
103236.966039706,gene10,FALSE
103975.749991872,gene10,FALSE
103976.284924172,gene10,FALSE
104044.58058998,gene10,FALSE
104295.722221341,gene10,FALSE
105065.959678032,gene10,FALSE
105140.77704715,gene10,FALSE
105275.193468474,gene10,FALSE
105347.748603936,gene10,FALSE
105592.753571745,gene10,FALSE
105606.675196409,gene10,FALSE
105849.562049843,gene10,FALSE
106053.842965178,gene10,FALSE
106387.146768281,gene10,FALSE
106484.92148655,gene10,FALSE
106576.63652412,gene10,FALSE
106611.469423593,gene10,FALSE
106768.537793654,gene10,FALSE
106861.780572295,gene10,FALSE
106893.786083072,gene10,FALSE
107067.80358022,gene10,FALSE
107265.382463442,gene10,FALSE
107323.711426199,gene10,FALSE
107408.057793691,gene10,FALSE
107421.416267872,gene10,FALSE
107427.884428499,gene10,FALSE
107628.945405952,gene10,FALSE
107655.113648009,gene10,FALSE
107820.261425302,gene10,FALSE
108309.683850966,gene10,FALSE
108558.536923466,gene10,FALSE
108576.868069869,gene10,FALSE
108714.029208045,gene10,FALSE
108824.692853974,gene10,FALSE
109114.772799195,gene10,FALSE
109151.168588527,gene10,FALSE
109490.65721645,gene10,FALSE
109648.686870933,gene10,FALSE
109657.708452122,gene10,FALSE
109843.05506156,gene10,FALSE
110065.552078027,gene11,FALSE
110134.091344242,gene11,FALSE
110286.249857931,gene11,FALSE
110384.521367203,gene11,FALSE
110750.330677798,gene11,FALSE
111000.480572071,gene11,FALSE
111211.717402464,gene11,FALSE
112015.462954541,gene11,FALSE
112111.841958782,gene11,FALSE
112199.607564563,gene11,FALSE
112315.561447562,gene11,FALSE
112452.78564161,gene11,FALSE
112588.284162654,gene11,FALSE
112599.309531734,gene11,FALSE
112794.774066807,gene11,FALSE
113001.731185724,gene11,FALSE
113301.093258824,gene11,FALSE
113393.009526189,gene11,FALSE
113531.607774552,gene11,FALSE
113629.859291199,gene11,FALSE
113685.759350654,gene11,FALSE
113769.599576481,gene11,FALSE
113953.319828779,gene11,FALSE
114153.573196138,gene11,FALSE
114239.636913148,gene11,FALSE
114318.503269257,gene11,FALSE
114362.842829153,gene11,FALSE
114575.651545918,gene11,FALSE
114648.434143928,gene11,FALSE
115112.754366579,gene11,FALSE
115123.747033067,gene11,FALSE
115214.089859917,gene11,FALSE
115318.602336734,gene11,FALSE
115465.150075555,gene11,FALSE
115712.512983577,gene11,FALSE
115811.48948893,gene11,FALSE
115814.055884474,gene11,FALSE
115845.186295919,gene11,FALSE
116253.537553256,gene11,FALSE
116321.611324651,gene11,FALSE
116402.510280825,gene11,FALSE
116458.684607154,gene11,FALSE
116546.056056395,gene11,FALSE
116688.683922403,gene11,FALSE
116703.7905761,gene11,FALSE
116797.834874175,gene11,FALSE
116856.432597166,gene11,FALSE
116879.658745177,gene11,FALSE
116918.523926626,gene11,FALSE
116993.821600918,gene11,FALSE
117128.676124185,gene11,FALSE
117189.324722405,gene11,FALSE
117204.049994145,gene11,FALSE
117223.613002941,gene11,FALSE
117245.924803428,gene11,FALSE
117374.164279189,gene11,FALSE
117482.707298974,gene11,FALSE
117779.432980371,gene11,FALSE
117864.342267552,gene11,FALSE
118113.134801248,gene11,FALSE
118135.488093387,gene11,FALSE
118189.229071939,gene11,FALSE
118442.707788199,gene11,FALSE
118548.785548192,gene11,FALSE
118984.955776651,gene11,FALSE
118987.098520173,gene11,FALSE
119015.993313888,gene11,FALSE
119018.617831171,gene11,FALSE
119074.261978744,gene11,FALSE
119413.407910615,gene11,FALSE
119557.74979432,gene11,FALSE
119610.836957843,gene11,FALSE
119637.732574559,gene11,FALSE
119967.522314198,gene11,FALSE
120095.373505808,gene12,FALSE
120227.214366092,gene12,FALSE
120281.902077639,gene12,FALSE
120326.574364018,gene12,FALSE
120342.094075122,gene12,FALSE
120510.851725095,gene12,FALSE
120842.887917534,gene12,FALSE
120982.470528688,gene12,FALSE
121046.369902506,gene12,FALSE
121180.086970701,gene12,FALSE
121354.634589863,gene12,FALSE
121538.765210384,gene12,FALSE
121579.011173453,gene12,FALSE
121756.555184256,gene12,FALSE
121955.193594247,gene12,FALSE
122069.590779065,gene12,FALSE
122094.749853413,gene12,FALSE
122160.828188062,gene12,FALSE
122182.195778548,gene12,FALSE
122351.777277373,gene12,FALSE
122352.680057887,gene12,FALSE
122499.991289806,gene12,FALSE
122516.256081335,gene12,FALSE
122626.136341773,gene12,FALSE
122736.140677337,gene12,FALSE
122820.849647928,gene12,FALSE
122861.136089124,gene12,FALSE
123129.173397617,gene12,FALSE
123159.0134721,gene12,FALSE
123244.301678461,gene12,FALSE
123537.44992055,gene12,FALSE
123831.971513276,gene12,FALSE
124332.656611633,gene12,FALSE
124385.71151346,gene12,FALSE
124412.500330622,gene12,FALSE
124505.651118573,gene12,FALSE
124508.683765851,gene12,FALSE
124513.713872366,gene12,FALSE
125141.67856959,gene12,FALSE
125151.607994866,gene12,FALSE
125493.922164782,gene12,FALSE
125611.916851206,gene12,FALSE
125990.382245866,gene12,FALSE
126125.690556311,gene12,FALSE
126159.216743484,gene12,FALSE
126207.501031458,gene12,FALSE
126371.265987014,gene12,FALSE
126422.626544617,gene12,FALSE
126522.608404145,gene12,FALSE
126738.935345967,gene12,FALSE
126876.603595391,gene12,FALSE
126948.916292749,gene12,FALSE
127501.236218959,gene12,FALSE
127865.803824311,gene12,FALSE
127899.22367292,gene12,FALSE
128144.263345995,gene12,FALSE
128167.750405123,gene12,FALSE
128183.720447123,gene12,FALSE
128341.322841863,gene12,FALSE
128478.587575623,gene12,FALSE
128484.906518415,gene12,FALSE
128570.390854598,gene12,FALSE
128754.415892728,gene12,FALSE
128792.526907237,gene12,FALSE
128841.360694446,gene12,FALSE
129420.123170542,gene12,FALSE
129561.640336039,gene12,FALSE
129598.832173062,gene12,FALSE
129913.468521554,gene12,FALSE
129928.331785934,gene12,FALSE
130116.123040207,gene13,FALSE
130167.142536957,gene13,FALSE
130178.051904884,gene13,FALSE
130405.759727323,gene13,FALSE
130442.635774482,gene13,FALSE
130599.326081574,gene13,FALSE
131099.601339083,gene13,FALSE
131120.15897098,gene13,FALSE
131453.210917728,gene13,FALSE
131584.487171794,gene13,FALSE
131623.095558781,gene13,FALSE
131701.105166082,gene13,FALSE
132088.245247936,gene13,FALSE
132484.625152459,gene13,FALSE
132711.836162949,gene13,FALSE
132951.682559215,gene13,FALSE
132973.034122049,gene13,FALSE
133063.169828596,gene13,FALSE
133122.450904921,gene13,FALSE
133154.639672299,gene13,FALSE
133168.648257852,gene13,FALSE
133241.501083757,gene13,FALSE
133319.185117725,gene13,FALSE
133656.585802932,gene13,FALSE
134231.67893956,gene13,FALSE
134304.171859194,gene13,FALSE
134472.461914028,gene13,FALSE
134560.36653376,gene13,FALSE
134854.423789881,gene13,FALSE
134868.360540793,gene13,FALSE
134930.995708631,gene13,FALSE
135046.354681253,gene13,FALSE
135134.84870289,gene13,FALSE
135191.244129614,gene13,FALSE
135230.761165841,gene13,FALSE
135446.812803857,gene13,FALSE
135529.820191709,gene13,FALSE
135636.545125032,gene13,FALSE
135640.046219341,gene13,FALSE
135729.463575965,gene13,FALSE
135969.2169489,gene13,FALSE
136172.880311497,gene13,FALSE
136419.769600034,gene13,FALSE
136547.970042068,gene13,FALSE
137325.207348913,gene13,FALSE
137478.169212681,gene13,FALSE
137555.19194449,gene13,FALSE
137649.487863239,gene13,FALSE
137667.104902298,gene13,FALSE
137899.103184902,gene13,FALSE
137945.317602716,gene13,FALSE
138314.342487326,gene13,FALSE
138629.848023776,gene13,FALSE
